id,income
50161,32582.17
50162,34099.9
50163,12728.48
50164,24248.67
50165,58087.6
50166,18235.82
50167,16991.44
50168,22625.66
50169,35682.42
50170,18933.86
50171,48081.56
50172,15952.55
50173,36157.37
50174,25764.42
50175,21783.78
50176,28327.46
50177,27710.94
50178,21591.85
50179,42737.06
50180,77404.1
50181,29418.48
50182,60855.2
50183,32381.13
50184,28350.46
50185,35066.76
50186,33224.99
50187,42940.6
50188,36317.58
50189,24372.31
50190,24777.64
50191,37383.69
50192,70175.69
50193,24752.62
50194,13942.62
50195,39145.28
50196,22309.52
50197,25237.14
50198,26738.61
50199,26619.0
50200,25211.07
50201,90057.37
50202,27355.58
50203,37524.89
50204,40336.04
50205,24372.31
50206,19766.89
50207,42951.2
50208,80515.93
50209,25764.42
50210,22080.22
50211,35522.43
50212,20201.87
50213,22553.45
50214,24934.84
50215,58187.79
50216,28319.46
50217,82279.07
50218,20401.19
50219,38398.65
50220,56205.53
50221,20271.35
50222,34914.06
50223,54547.33
50224,25211.07
50225,29136.17
50226,21739.1
50227,66289.04
50228,20724.95
50229,46386.57
50230,33231.39
50231,24733.06
50232,85346.69
50233,24430.7
50234,25953.99
50235,23859.07
50236,29448.71
50237,33243.18
50238,22423.1
50239,14356.93
50240,22933.34
50241,39740.31
50242,28292.36
50243,21550.4
50244,18878.85
50245,32977.59
50246,32702.33
50247,29790.18
50248,30891.96
50249,35147.58
50250,11881.91
50251,45259.16
50252,19745.7
50253,30699.97
50254,26365.57
50255,31786.91
50256,24151.92
50257,81237.32
50258,26881.82
50259,26515.1
50260,20103.68
50261,17729.86
50262,43148.15
50263,22990.14
50264,23698.84
50265,24736.27
50266,23074.76
50267,60165.2
50268,61079.63
50269,33577.12
50270,22501.96
50271,35164.74
50272,35413.88
50273,14403.41
50274,25747.45
50275,16707.99
50276,93639.94
50277,22404.55
50278,21992.32
50279,26511.74
50280,25203.52
50281,26209.29
50282,31929.25
50283,18288.87
50284,15353.07
50285,59869.34
50286,61791.01
50287,21417.81
50288,22393.82
50289,23726.58
50290,33303.28
50291,68464.48
50292,20200.27
50293,74395.78
50294,26029.89
50295,36776.36
50296,18223.07
50297,27677.8
50298,21114.72
50299,42886.46
50300,36371.27
50301,19306.93
50302,18704.96
50303,35231.0
50304,20390.08
50305,27473.62
50306,36285.73
50307,30712.42
50308,24264.47
50309,62912.64
50310,23476.32
50311,28292.76
50312,25764.42
50313,32116.85
50314,34016.27
50315,27726.3
50316,40362.97
50317,26088.89
50318,21278.84
50319,26827.88
50320,32230.81
50321,102817.36
50322,22358.68
50323,22102.56
50324,45221.84
50325,12952.41
50326,13165.13
50327,26093.29
50328,24245.8
50329,47175.6
50330,21601.22
50331,31648.1
50332,27562.98
50333,58307.55
50334,20754.24
50335,107673.19
50336,25088.58
50337,26396.8
50338,38396.2
50339,21417.81
50340,35412.64
50341,18914.14
50342,20329.72
50343,16956.77
50344,24075.64
50345,18856.68
50346,45580.56
50347,23831.6
50348,38229.98
50349,20724.95
50350,38150.44
50351,23260.46
50352,55505.38
50353,36407.78
50354,24403.5
50355,45967.46
50356,56911.63
50357,20879.06
50358,34379.97
50359,124811.28
50360,42996.16
50361,30769.82
50362,19954.96
50363,26578.6
50364,24125.01
50365,26395.46
50366,92825.84
50367,31298.49
50368,23083.89
50369,28652.79
50370,62419.6
50371,16998.59
50372,31647.77
50373,21556.07
50374,31565.75
50375,37318.47
50376,19383.03
50377,72175.8
50378,55012.28
50379,23475.92
50380,64002.9
50381,44600.17
50382,24836.88
50383,26306.22
50384,26256.34
50385,15707.19
50386,31745.01
50387,27818.45
50388,22080.22
50389,38643.06
50390,32417.07
50391,42954.48
50392,28584.48
50393,33370.42
50394,17764.8
50395,12517.97
50396,32446.85
50397,16036.29
50398,25786.15
50399,13598.91
50400,20886.74
50401,47733.55
50402,34128.34
50403,36818.86
50404,21325.12
50405,21696.54
50406,23696.69
50407,23808.95
50408,55413.78
50409,35329.18
50410,77459.7
50411,35859.98
50412,22992.58
50413,38263.94
50414,12157.87
50415,36184.27
50416,29055.14
50417,20194.76
50418,23063.95
50419,36263.07
50420,29074.82
50421,21062.65
50422,27540.99
50423,20111.1
50424,44157.01
50425,25684.56
50426,24431.14
50427,29622.16
50428,23329.8
50429,24125.86
50430,29964.71
50431,16684.58
50432,37572.16
50433,20979.65
50434,46812.04
50435,39389.59
50436,23648.71
50437,19610.86
50438,18432.94
50439,30191.69
50440,39683.61
50441,13448.95
50442,26441.97
50443,41209.49
50444,27598.75
50445,19104.78
50446,33239.0
50447,25035.76
50448,33341.44
50449,26279.47
50450,63980.14
50451,47576.58
50452,47890.82
50453,26716.43
50454,93304.41
50455,44389.53
50456,34013.8
50457,58921.54
50458,18391.56
50459,29461.43
50460,27254.96
50461,30435.45
50462,63092.71
50463,38435.36
50464,18684.65
50465,29742.95
50466,20992.9
50467,33421.8
50468,12497.37
50469,21536.32
50470,37667.48
50471,27016.34
50472,46839.1
50473,16057.35
50474,23521.07
50475,45398.28
50476,13513.18
50477,26466.84
50478,65192.72
50479,52220.32
50480,49944.86
50481,20267.05
50482,22767.46
50483,29245.1
50484,21237.82
50485,127463.05
50486,21637.36
50487,21752.34
50488,26074.54
50489,39616.5
50490,23321.68
50491,47170.82
50492,72258.72
50493,23259.44
50494,31158.28
50495,66917.16
50496,21570.16
50497,15732.96
50498,77652.08
50499,19304.0
50500,21224.54
50501,52408.2
50502,43862.0
50503,33324.12
50504,29230.49
50505,66969.14
50506,62999.64
50507,27739.45
50508,57511.96
50509,28763.87
50510,33373.42
50511,13805.66
50512,28971.25
50513,23557.03
50514,43901.42
50515,50513.46
50516,50312.54
50517,24436.06
50518,26826.06
50519,92028.48
50520,25745.78
50521,28292.36
50522,45664.84
50523,35452.74
50524,33575.97
50525,20471.96
50526,25764.42
50527,48364.16
50528,35437.67
50529,27353.94
50530,17439.81
50531,15154.12
50532,26628.3
50533,30618.04
50534,25211.07
50535,22527.46
50536,28811.25
50537,21417.81
50538,94967.35
50539,45463.48
50540,53701.2
50541,11864.43
50542,19694.69
50543,27969.44
50544,27605.2
50545,24399.24
50546,43704.76
50547,18874.57
50548,17096.04
50549,74249.62
50550,34244.34
50551,22690.08
50552,31132.4
50553,30460.07
50554,42143.44
50555,31170.52
50556,31313.54
50557,17716.98
50558,98712.48
50559,41380.57
50560,32538.23
50561,18319.78
50562,11978.37
50563,24372.31
50564,98294.16
50565,18646.44
50566,52301.66
50567,26391.13
50568,39793.93
50569,21645.33
50570,32671.13
50571,49565.36
50572,15961.36
50573,62460.44
50574,26019.44
50575,23278.23
50576,53389.19
50577,13113.95
50578,28424.69
50579,21360.47
50580,11429.84
50581,21519.04
50582,33470.82
50583,19273.34
50584,21779.11
50585,14036.4
50586,19041.9
50587,38289.68
50588,38174.72
50589,30719.77
50590,29684.72
50591,21788.19
50592,35054.72
50593,49050.36
50594,28949.82
50595,26523.04
50596,39782.24
50597,38623.45
50598,17640.9
50599,35594.62
50600,21910.44
50601,19321.3
50602,67605.44
50603,30755.18
50604,16460.87
50605,18569.19
50606,30637.79
50607,26265.99
50608,48384.36
50609,19775.04
50610,99741.19
50611,102771.09
50612,25421.48
50613,19658.16
50614,21689.38
50615,34628.71
50616,23271.24
50617,21849.18
50618,27189.54
50619,21075.63
50620,21417.81
50621,13267.26
50622,48755.2
50623,78177.93
50624,63835.64
50625,28292.36
50626,32039.67
50627,30193.53
50628,59113.08
50629,20630.53
50630,61428.9
50631,24156.23
50632,52425.5
50633,17918.49
50634,35260.04
50635,39251.67
50636,29470.93
50637,39990.09
50638,50586.16
50639,28776.05
50640,32916.38
50641,75779.52
50642,18678.68
50643,24995.3
50644,55389.9
50645,72421.94
50646,32396.36
50647,39654.52
50648,11547.17
50649,25192.85
50650,49733.93
50651,22263.68
50652,58625.82
50653,16923.56
50654,21725.01
50655,39573.75
50656,22553.45
50657,20720.54
50658,21598.83
50659,33281.53
50660,21556.74
50661,24644.63
50662,26477.42
50663,93582.09
50664,43124.24
50665,19361.19
50666,52766.23
50667,50728.44
50668,23285.96
50669,12135.21
50670,36144.61
50671,19692.94
50672,28524.82
50673,70013.12
50674,19237.27
50675,34762.32
50676,37439.38
50677,25219.53
50678,21728.58
50679,34674.08
50680,17895.32
50681,25542.89
50682,17819.69
50683,41132.34
50684,24970.26
50685,31170.52
50686,18369.22
50687,12307.68
50688,19295.74
50689,40310.88
50690,42774.29
50691,29601.24
50692,24936.99
50693,24404.82
50694,18714.88
50695,21833.49
50696,45170.72
50697,95160.37
50698,16775.8
50699,32547.36
50700,38341.9
50701,17750.5
50702,30618.1
50703,57841.11
50704,58285.04
50705,20246.56
50706,25613.14
50707,26259.02
50708,36724.87
50709,27721.15
50710,41966.69
50711,33316.78
50712,39688.61
50713,22348.62
50714,23117.6
50715,20184.92
50716,33544.74
50717,25735.0
50718,29171.28
50719,17546.9
50720,41766.42
50721,20092.92
50722,41216.76
50723,33537.73
50724,35844.73
50725,29029.86
50726,20724.95
50727,14215.47
50728,21044.18
50729,20298.27
50730,26573.3
50731,30178.82
50732,47553.98
50733,20852.81
50734,30711.77
50735,15102.46
50736,20724.95
50737,34528.03
50738,34221.74
50739,32902.23
50740,40301.24
50741,20267.44
50742,21444.71
50743,34763.74
50744,42535.34
50745,37153.1
50746,47466.22
50747,40930.66
50748,34179.12
50749,25290.32
50750,14784.84
50751,30173.7
50752,110718.7
50753,16923.51
50754,38936.82
50755,27453.72
50756,19476.94
50757,20853.7
50758,84217.49
50759,30403.51
50760,52876.5
50761,57419.07
50762,22082.33
50763,25059.69
50764,26343.15
50765,24794.7
50766,23660.83
50767,31687.58
50768,22142.51
50769,24665.18
50770,19262.85
50771,17284.2
50772,24655.0
50773,45370.66
50774,19618.28
50775,110501.4
50776,34954.96
50777,32733.26
50778,24822.38
50779,29152.37
50780,23913.24
50781,42930.56
50782,21417.81
50783,32912.27
50784,49158.87
50785,17523.15
50786,24033.18
50787,19203.09
50788,21234.83
50789,17560.28
50790,23229.05
50791,33218.11
50792,23523.09
50793,23759.32
50794,50609.18
50795,67343.61
50796,23222.84
50797,27952.9
50798,16456.19
50799,64650.85
50800,80459.12
50801,29456.29
50802,44453.37
50803,30816.1
50804,28668.76
50805,18907.05
50806,90543.76
50807,47958.74
50808,22893.29
50809,26291.28
50810,21411.52
50811,27780.54
50812,66756.03
50813,67185.29
50814,36286.35
50815,20517.26
50816,13423.14
50817,22235.05
50818,25178.32
50819,26496.32
50820,21142.82
50821,28739.22
50822,19965.27
50823,23672.9
50824,106762.65
50825,26393.85
50826,25935.11
50827,24767.57
50828,24645.34
50829,81603.82
50830,28118.46
50831,17323.79
50832,26053.36
50833,52115.14
50834,18282.03
50835,24578.53
50836,21468.9
50837,27814.95
50838,99824.27
50839,33779.28
50840,28148.67
50841,31884.46
50842,39353.06
50843,21606.43
50844,39359.14
50845,72502.66
50846,28423.31
50847,21150.45
50848,30240.73
50849,39810.44
50850,19271.96
50851,75302.24
50852,17481.58
50853,22553.45
50854,48094.86
50855,23153.82
50856,58198.88
50857,12890.24
50858,24729.15
50859,28137.48
50860,31170.52
50861,17348.99
50862,57977.52
50863,20230.3
50864,24584.44
50865,59729.51
50866,45320.11
50867,24372.31
50868,43387.76
50869,25918.44
50870,26180.76
50871,23650.86
50872,18908.71
50873,15481.35
50874,23812.61
50875,23039.9
50876,64285.7
50877,41487.69
50878,30010.15
50879,24103.76
50880,20538.72
50881,25193.14
50882,23344.7
50883,23074.6
50884,19710.21
50885,19351.96
50886,64063.12
50887,92727.98
50888,22553.45
50889,31677.36
50890,27396.28
50891,22854.13
50892,53587.06
50893,92525.17
50894,49655.92
50895,22955.38
50896,52233.66
50897,22127.8
50898,17515.0
50899,52876.76
50900,61157.15
50901,21413.38
50902,22479.82
50903,25062.97
50904,17539.51
50905,25120.8
50906,46150.64
50907,21171.76
50908,28898.38
50909,34615.24
50910,23158.97
50911,25865.46
50912,25714.84
50913,42943.8
50914,41372.99
50915,57231.56
50916,21456.27
50917,75161.04
50918,32320.35
50919,77399.07
50920,24089.08
50921,21498.54
50922,21122.69
50923,22786.6
50924,45850.96
50925,34330.86
50926,23207.28
50927,27797.58
50928,27058.85
50929,27710.94
50930,41983.22
50931,28355.81
50932,19867.76
50933,64993.32
50934,20185.77
50935,27721.15
50936,23594.02
50937,17158.09
50938,20228.2
50939,49638.83
50940,15417.77
50941,17920.25
50942,30165.93
50943,21095.96
50944,23184.96
50945,34147.26
50946,35578.98
50947,48656.03
50948,22209.87
50949,20463.21
50950,26684.2
50951,28972.69
50952,22735.46
50953,38593.85
50954,22094.48
50955,88205.57
50956,37477.11
50957,27721.15
50958,22915.0
50959,40882.75
50960,23854.36
50961,35795.74
50962,57078.88
50963,37368.82
50964,32304.94
50965,17312.94
50966,31862.18
50967,30672.37
50968,21883.98
50969,25781.16
50970,20890.35
50971,18352.83
50972,21606.88
50973,27721.15
50974,37705.61
50975,20110.93
50976,32766.14
50977,99225.08
50978,52615.83
50979,31693.04
50980,28224.42
50981,29382.78
50982,31887.41
50983,21287.93
50984,18152.76
50985,24151.92
50986,17332.35
50987,94251.86
50988,17157.68
50989,27163.08
50990,34738.59
50991,60551.73
50992,17781.97
50993,60418.14
50994,32155.81
50995,12779.34
50996,32325.44
50997,25033.78
50998,39121.43
50999,24774.78
51000,46950.15
51001,39418.42
51002,26435.82
51003,25014.78
51004,76153.2
51005,19134.84
51006,21533.67
51007,20528.4
51008,37664.75
51009,25311.24
51010,81160.66
51011,12880.84
51012,33585.84
51013,17395.15
51014,28090.48
51015,23644.36
51016,26007.73
51017,31170.52
51018,23802.76
51019,21135.79
51020,32651.41
51021,43886.9
51022,17650.74
51023,28416.07
51024,22373.18
51025,70555.58
51026,41304.59
51027,66729.17
51028,62996.76
51029,27292.28
51030,25083.96
51031,34880.01
51032,22210.26
51033,55740.12
51034,52579.82
51035,34610.72
51036,32268.36
51037,20018.22
51038,20102.24
51039,19255.37
51040,31072.04
51041,27721.15
51042,24909.56
51043,29591.18
51044,43054.6
51045,19849.25
51046,17211.88
51047,30277.84
51048,112472.77
51049,60052.96
51050,36486.33
51051,38263.54
51052,27479.41
51053,82796.54
51054,17895.68
51055,54625.84
51056,24391.73
51057,34970.5
51058,29574.03
51059,24440.62
51060,32503.03
51061,28497.35
51062,42751.49
51063,24134.84
51064,22369.58
51065,47371.66
51066,35786.19
51067,75107.24
51068,23326.94
51069,35580.24
51070,60624.48
51071,28055.27
51072,50883.53
51073,23312.58
51074,28618.41
51075,67967.98
51076,52073.21
51077,46728.46
51078,35467.49
51079,21010.54
51080,19345.32
51081,33512.63
51082,43936.4
51083,20475.04
51084,77906.5
51085,23685.98
51086,23554.56
51087,25153.55
51088,17408.54
51089,21417.81
51090,30851.8
51091,21010.0
51092,45925.88
51093,24372.31
51094,20777.99
51095,21788.1
51096,23959.42
51097,22609.66
51098,23964.13
51099,20724.95
51100,17126.29
51101,62262.52
51102,15028.22
51103,22946.16
51104,22489.32
51105,35647.79
51106,50463.92
51107,69347.74
51108,16638.65
51109,19539.84
51110,51484.66
51111,45511.38
51112,22648.05
51113,24581.86
51114,21855.66
51115,22553.45
51116,126876.44
51117,25795.42
51118,38293.14
51119,47547.54
51120,61175.06
51121,53693.56
51122,25362.54
51123,18473.14
51124,20210.08
51125,30888.51
51126,61141.4
51127,25831.64
51128,55770.1
51129,71705.49
51130,30838.47
51131,46522.8
51132,51139.47
51133,19152.81
51134,42764.3
51135,28292.36
51136,51664.97
51137,30756.0
51138,84436.96
51139,35066.18
51140,33159.05
51141,19975.31
51142,26333.71
51143,24917.99
51144,49626.28
51145,17201.03
51146,63274.38
51147,54930.66
51148,30989.66
51149,20848.83
51150,13582.4
51151,28749.42
51152,20933.78
51153,22529.57
51154,21805.84
51155,67329.1
51156,27679.81
51157,69793.19
51158,28101.92
51159,25852.83
51160,24372.31
51161,14589.64
51162,47619.48
51163,22590.61
51164,30608.09
51165,44394.99
51166,23923.32
51167,22392.05
51168,34643.67
51169,65616.12
51170,26985.3
51171,37200.82
51172,18413.6
51173,19274.48
51174,54210.1
51175,39349.42
51176,41229.18
51177,16973.27
51178,28975.73
51179,30929.72
51180,19604.03
51181,24392.47
51182,21254.28
51183,22080.22
51184,25764.42
51185,17390.95
51186,41794.86
51187,28695.94
51188,43205.88
51189,22761.99
51190,30076.1
51191,27881.45
51192,25973.8
51193,28562.46
51194,36123.83
51195,23174.15
51196,45099.53
51197,25633.52
51198,38188.44
51199,90191.71
51200,30950.2
51201,23021.8
51202,23770.09
51203,99493.33
51204,49703.02
51205,31680.56
51206,25764.42
51207,19199.08
51208,16206.02
51209,20633.56
51210,30205.11
51211,33733.46
51212,42504.48
51213,23752.03
51214,50351.62
51215,55839.08
51216,22738.3
51217,20849.98
51218,32401.61
51219,32023.72
51220,18339.99
51221,24230.98
51222,22371.16
51223,46750.56
51224,52198.6
51225,35140.34
51226,18078.42
51227,36042.07
51228,31959.38
51229,16197.49
51230,30764.48
51231,41485.32
51232,51881.23
51233,22279.14
51234,27295.46
51235,48791.24
51236,25631.86
51237,27721.15
51238,18463.01
51239,57067.45
51240,20754.24
51241,20761.05
51242,31845.68
51243,28769.98
51244,63375.3
51245,49816.72
51246,22553.45
51247,38878.48
51248,31170.52
51249,47341.0
51250,32703.86
51251,22380.74
51252,46548.28
51253,29732.2
51254,73973.98
51255,20528.24
51256,13559.74
51257,30466.08
51258,19822.94
51259,25093.99
51260,39423.23
51261,19766.53
51262,27788.75
51263,27312.6
51264,43185.4
51265,27521.16
51266,20790.34
51267,37757.54
51268,43987.59
51269,37235.14
51270,19412.44
51271,21756.98
51272,26775.79
51273,52588.04
51274,22885.16
51275,28577.56
51276,26029.89
51277,26962.67
51278,18913.86
51279,85057.66
51280,19570.9
51281,23612.14
51282,23639.56
51283,54140.91
51284,50262.43
51285,20170.41
51286,23595.05
51287,21078.6
51288,18651.4
51289,47447.9
51290,27092.84
51291,73184.01
51292,43870.36
51293,72247.56
51294,28295.17
51295,31615.79
51296,36483.44
51297,28905.68
51298,20724.95
51299,21187.64
51300,24486.84
51301,18392.2
51302,21049.86
51303,22325.16
51304,36652.38
51305,31947.5
51306,15972.86
51307,24372.31
51308,22080.22
51309,26243.33
51310,22430.76
51311,21837.1
51312,20003.01
51313,22695.73
51314,17622.92
51315,21500.26
51316,24372.31
51317,82484.28
51318,29378.33
51319,20813.43
51320,28231.69
51321,18154.76
51322,32838.28
51323,33303.28
51324,20084.49
51325,26521.72
51326,22817.68
51327,42659.0
51328,31135.2
51329,44190.67
51330,28999.81
51331,44245.49
51332,43674.84
51333,22917.62
51334,12017.4
51335,24151.92
51336,104107.25
51337,73069.98
51338,59630.7
51339,13720.76
51340,56321.16
51341,25061.58
51342,44867.36
51343,29832.52
51344,22508.26
51345,49839.57
51346,40751.61
51347,40170.2
51348,14402.71
51349,31794.88
51350,32359.77
51351,23887.8
51352,32390.36
51353,27657.48
51354,29206.42
51355,19786.26
51356,22653.97
51357,22362.11
51358,31994.42
51359,26414.1
51360,22070.39
51361,25730.16
51362,23389.16
51363,22416.02
51364,30330.01
51365,11796.15
51366,37489.23
51367,12572.31
51368,90129.2
51369,106310.02
51370,22080.22
51371,68208.24
51372,44367.65
51373,21339.11
51374,27105.52
51375,22496.2
51376,60834.36
51377,21244.39
51378,18114.57
51379,19717.32
51380,11955.81
51381,31386.87
51382,23707.29
51383,26424.17
51384,86892.91
51385,20521.0
51386,29869.41
51387,73292.14
51388,29799.19
51389,26395.76
51390,22228.63
51391,20930.59
51392,38436.16
51393,46374.63
51394,20724.95
51395,34605.2
51396,32824.78
51397,39986.05
51398,37891.15
51399,41044.48
51400,35644.66
51401,50351.09
51402,22839.62
51403,27721.15
51404,28163.84
51405,47534.67
51406,50528.11
51407,21373.15
51408,23173.97
51409,51464.92
51410,29608.04
51411,17454.7
51412,42782.4
51413,25532.85
51414,12091.98
51415,22959.23
51416,14709.4
51417,20277.42
51418,16941.88
51419,27028.19
51420,39746.45
51421,26554.42
51422,21970.32
51423,21042.75
51424,26029.89
51425,20655.73
51426,22326.14
51427,19448.15
51428,25622.01
51429,28872.81
51430,31170.52
51431,46626.56
51432,23921.57
51433,22792.56
51434,22865.84
51435,18348.25
51436,64565.94
51437,41380.48
51438,21474.3
51439,21880.6
51440,26987.8
51441,22489.38
51442,69171.44
51443,44728.98
51444,22070.39
51445,36325.72
51446,20654.94
51447,22383.98
51448,28146.63
51449,35786.73
51450,20487.7
51451,18965.8
51452,23243.45
51453,52779.06
51454,21957.24
51455,19302.46
51456,30576.81
51457,26748.12
51458,36838.35
51459,12892.13
51460,26549.76
51461,111321.03
51462,12454.49
51463,73175.42
51464,20527.6
51465,40979.95
51466,23409.04
51467,25347.88
51468,16879.37
51469,22718.42
51470,18967.53
51471,21675.42
51472,16490.25
51473,22809.1
51474,27810.1
51475,42507.72
51476,11903.06
51477,26396.01
51478,23345.71
51479,22553.45
51480,25601.24
51481,20604.74
51482,23686.48
51483,21801.12
51484,33504.23
51485,85474.73
51486,25485.61
51487,11589.6
51488,21766.34
51489,21837.6
51490,33378.89
51491,25359.92
51492,25729.23
51493,22582.92
51494,35365.62
51495,20891.56
51496,21795.94
51497,45015.01
51498,29938.28
51499,39511.9
51500,25477.64
51501,30549.65
51502,35319.78
51503,19968.4
51504,25459.59
51505,25764.42
51506,20517.48
51507,127310.84
51508,25184.71
51509,22495.52
51510,34278.71
51511,21586.97
51512,39339.85
51513,47298.94
51514,22070.39
51515,92787.43
51516,14168.05
51517,25673.35
51518,41671.32
51519,24161.55
51520,21599.12
51521,24970.26
51522,25346.0
51523,22590.61
51524,19174.41
51525,23839.99
51526,22259.94
51527,21950.12
51528,34172.6
51529,20958.45
51530,22080.22
51531,23618.15
51532,22070.39
51533,31959.38
51534,27972.32
51535,27904.94
51536,11879.98
51537,68966.79
51538,29414.35
51539,39021.27
51540,30169.7
51541,21615.11
51542,27450.42
51543,16136.22
51544,62322.58
51545,23206.24
51546,53726.19
51547,50346.77
51548,31024.37
51549,30926.77
51550,19637.58
51551,34226.06
51552,23288.62
51553,52577.31
51554,21482.62
51555,25582.72
51556,32933.78
51557,65758.76
51558,24314.34
51559,28251.38
51560,55693.72
51561,17235.91
51562,23239.0
51563,21101.09
51564,18686.97
51565,26262.61
51566,57338.96
51567,29358.19
51568,29842.5
51569,27431.18
51570,30047.24
51571,37050.34
51572,17742.92
51573,21653.11
51574,17998.06
51575,48744.32
51576,13373.58
51577,20187.1
51578,31047.81
51579,34575.71
51580,35086.66
51581,53264.29
51582,32854.04
51583,21695.05
51584,28080.33
51585,24647.02
51586,35001.67
51587,24194.76
51588,43942.89
51589,21417.81
51590,27326.35
51591,23959.03
51592,29102.01
51593,85309.66
51594,31229.4
51595,32510.53
51596,63674.39
51597,23936.15
51598,34665.65
51599,32509.66
51600,21616.2
51601,46759.17
51602,50438.85
51603,11857.88
51604,89953.68
51605,37269.85
51606,13108.11
51607,37757.72
51608,25211.07
51609,23938.52
51610,20351.44
51611,27662.58
51612,25170.4
51613,50402.98
51614,28479.4
51615,21215.16
51616,76604.22
51617,19881.4
51618,43623.1
51619,23263.85
51620,43630.62
51621,44060.81
51622,41844.95
51623,38792.67
51624,30807.16
51625,25534.02
51626,15854.03
51627,37483.65
51628,36333.9
51629,19263.16
51630,33688.14
51631,29010.29
51632,27293.09
51633,29065.34
51634,20575.16
51635,38434.96
51636,19913.04
51637,25712.63
51638,22501.98
51639,37507.32
51640,25821.44
51641,20460.32
51642,22977.74
51643,23989.9
51644,29777.72
51645,18725.99
51646,22442.4
51647,52543.82
51648,24670.47
51649,29379.48
51650,49028.94
51651,56406.84
51652,22194.33
51653,24539.42
51654,16981.17
51655,17974.22
51656,48860.63
51657,25211.07
51658,24372.31
51659,49674.86
51660,25286.87
51661,30285.73
51662,26048.42
51663,22694.56
51664,19524.16
51665,84601.47
51666,23514.63
51667,36409.93
51668,44845.54
51669,26627.15
51670,22860.26
51671,19836.22
51672,22618.76
51673,25804.74
51674,28292.36
51675,36182.41
51676,46236.98
51677,19780.62
51678,23302.98
51679,28801.72
51680,25077.4
51681,28081.05
51682,19388.84
51683,37053.74
51684,22016.58
51685,16440.99
51686,38570.26
51687,24309.12
51688,37735.94
51689,23679.61
51690,24843.65
51691,60853.74
51692,15240.07
51693,24826.2
51694,24497.38
51695,16563.87
51696,58137.64
51697,23044.58
51698,61164.44
51699,52920.9
51700,35380.53
51701,14784.88
51702,30433.16
51703,25998.26
51704,20727.4
51705,21364.83
51706,19077.59
51707,54944.91
51708,27655.87
51709,67371.54
51710,75089.04
51711,46178.9
51712,22669.77
51713,53574.95
51714,28984.16
51715,26029.89
51716,37009.7
51717,40518.51
51718,59589.1
51719,33063.6
51720,27925.17
51721,27919.04
51722,18107.3
51723,24151.92
51724,59296.24
51725,33909.77
51726,20854.4
51727,76958.7
51728,25764.42
51729,34079.39
51730,67959.88
51731,58634.6
51732,46636.52
51733,25517.32
51734,17634.49
51735,53276.33
51736,29720.29
51737,21988.94
51738,34358.02
51739,11924.31
51740,33772.26
51741,20321.67
51742,34142.63
51743,25937.09
51744,24367.73
51745,31091.9
51746,74157.2
51747,23671.6
51748,22063.82
51749,96608.98
